concept_id_1	concept_id_2	relationship_id	valid_start_date	valid_end_date	invalid_reason
2000000231	2000000231	Mapped from	1970-01-01	2099-12-31	
2000000231	2000000231	Maps to	1970-01-01	2099-12-31	
2000000232	2000000232	Mapped from	1970-01-01	2099-12-31	
2000000232	2000000232	Maps to	1970-01-01	2099-12-31	
2000000233	2000000233	Mapped from	1970-01-01	2099-12-31	
2000000233	2000000233	Maps to	1970-01-01	2099-12-31	
2000000234	2000000234	Mapped from	1970-01-01	2099-12-31	
2000000234	2000000234	Maps to	1970-01-01	2099-12-31	
2000000235	2000000235	Mapped from	1970-01-01	2099-12-31	
2000000235	2000000235	Maps to	1970-01-01	2099-12-31	
2000000236	2000000236	Mapped from	1970-01-01	2099-12-31	
2000000236	2000000236	Maps to	1970-01-01	2099-12-31	
2000000237	2000000237	Mapped from	1970-01-01	2099-12-31	
2000000237	2000000237	Maps to	1970-01-01	2099-12-31	
2000000238	2000000238	Mapped from	1970-01-01	2099-12-31	
2000000238	2000000238	Maps to	1970-01-01	2099-12-31	
2000000239	2000000239	Mapped from	1970-01-01	2099-12-31	
2000000239	2000000239	Maps to	1970-01-01	2099-12-31	
2000000240	2000000240	Mapped from	1970-01-01	2099-12-31	
2000000240	2000000240	Maps to	1970-01-01	2099-12-31	
2000000241	2000000241	Mapped from	1970-01-01	2099-12-31	
2000000241	2000000241	Maps to	1970-01-01	2099-12-31	
2000000242	2000000242	Mapped from	1970-01-01	2099-12-31	
2000000242	2000000242	Maps to	1970-01-01	2099-12-31	
2000000243	2000000243	Mapped from	1970-01-01	2099-12-31	
2000000243	2000000243	Maps to	1970-01-01	2099-12-31	
2000000244	2000000244	Mapped from	1970-01-01	2099-12-31	
2000000244	2000000244	Maps to	1970-01-01	2099-12-31	
2000000245	2000000245	Mapped from	1970-01-01	2099-12-31	
2000000245	2000000245	Maps to	1970-01-01	2099-12-31	
2000000246	2000000246	Mapped from	1970-01-01	2099-12-31	
2000000246	2000000246	Maps to	1970-01-01	2099-12-31	
2000000247	2000000247	Mapped from	1970-01-01	2099-12-31	
2000000247	2000000247	Maps to	1970-01-01	2099-12-31	
2000000248	2000000248	Mapped from	1970-01-01	2099-12-31	
2000000248	2000000248	Maps to	1970-01-01	2099-12-31	
2000000249	2000000249	Mapped from	1970-01-01	2099-12-31	
2000000249	2000000249	Maps to	1970-01-01	2099-12-31	
2000000250	2000000250	Mapped from	1970-01-01	2099-12-31	
2000000250	2000000250	Maps to	1970-01-01	2099-12-31	
2000000251	2000000251	Mapped from	1970-01-01	2099-12-31	
2000000251	2000000251	Maps to	1970-01-01	2099-12-31	
2000000252	2000000252	Mapped from	1970-01-01	2099-12-31	
2000000252	2000000252	Maps to	1970-01-01	2099-12-31	
2000000253	2000000253	Mapped from	1970-01-01	2099-12-31	
2000000253	2000000253	Maps to	1970-01-01	2099-12-31	
2000000254	2000000254	Mapped from	1970-01-01	2099-12-31	
2000000254	2000000254	Maps to	1970-01-01	2099-12-31	
2000000255	2000000255	Mapped from	1970-01-01	2099-12-31	
2000000255	2000000255	Maps to	1970-01-01	2099-12-31	
2000000256	2000000256	Mapped from	1970-01-01	2099-12-31	
2000000256	2000000256	Maps to	1970-01-01	2099-12-31	
2000000257	2000000257	Mapped from	1970-01-01	2099-12-31	
2000000257	2000000257	Maps to	1970-01-01	2099-12-31	
2000000258	2000000258	Mapped from	1970-01-01	2099-12-31	
2000000258	2000000258	Maps to	1970-01-01	2099-12-31	
2000000260	2000000260	Mapped from	1970-01-01	2099-12-31	
2000000260	2000000260	Maps to	1970-01-01	2099-12-31	
2000000261	2000000261	Mapped from	1970-01-01	2099-12-31	
2000000261	2000000261	Maps to	1970-01-01	2099-12-31	
2000000262	2000000262	Mapped from	1970-01-01	2099-12-31	
2000000262	2000000262	Maps to	1970-01-01	2099-12-31	
2000000263	2000000263	Mapped from	1970-01-01	2099-12-31	
2000000263	2000000263	Maps to	1970-01-01	2099-12-31	
2000000264	2000000264	Mapped from	1970-01-01	2099-12-31	
2000000264	2000000264	Maps to	1970-01-01	2099-12-31	
2000000270	2000000270	Mapped from	1970-01-01	2099-12-31	
2000000270	2000000270	Maps to	1970-01-01	2099-12-31	
2000000271	2000000271	Mapped from	1970-01-01	2099-12-31	
2000000271	2000000271	Maps to	1970-01-01	2099-12-31	
2000000272	2000000272	Mapped from	1970-01-01	2099-12-31	
2000000272	2000000272	Maps to	1970-01-01	2099-12-31	
2000000273	2000000273	Mapped from	1970-01-01	2099-12-31	
2000000273	2000000273	Maps to	1970-01-01	2099-12-31	
2000000274	2000000274	Mapped from	1970-01-01	2099-12-31	
2000000274	2000000274	Maps to	1970-01-01	2099-12-31	
2000000275	2000000275	Mapped from	1970-01-01	2099-12-31	
2000000275	2000000275	Maps to	1970-01-01	2099-12-31	
2000000276	2000000276	Mapped from	1970-01-01	2099-12-31	
2000000276	2000000276	Maps to	1970-01-01	2099-12-31	
2000000277	2000000277	Mapped from	1970-01-01	2099-12-31	
2000000277	2000000277	Maps to	1970-01-01	2099-12-31	
2000000278	2000000278	Mapped from	1970-01-01	2099-12-31	
2000000278	2000000278	Maps to	1970-01-01	2099-12-31	
2000000279	2000000279	Mapped from	1970-01-01	2099-12-31	
2000000279	2000000279	Maps to	1970-01-01	2099-12-31	
2000000280	2000000280	Mapped from	1970-01-01	2099-12-31	
2000000280	2000000280	Maps to	1970-01-01	2099-12-31	
2000000281	2000000281	Mapped from	1970-01-01	2099-12-31	
2000000281	2000000281	Maps to	1970-01-01	2099-12-31	
2000000282	2000000282	Mapped from	1970-01-01	2099-12-31	
2000000282	2000000282	Maps to	1970-01-01	2099-12-31	
2000000283	2000000283	Mapped from	1970-01-01	2099-12-31	
2000000283	2000000283	Maps to	1970-01-01	2099-12-31	
2000000284	2000000284	Mapped from	1970-01-01	2099-12-31	
2000000284	2000000284	Maps to	1970-01-01	2099-12-31	
2000000285	2000000285	Mapped from	1970-01-01	2099-12-31	
2000000285	2000000285	Maps to	1970-01-01	2099-12-31	
2000000286	2000000286	Mapped from	1970-01-01	2099-12-31	
2000000286	2000000286	Maps to	1970-01-01	2099-12-31	
2000000287	2000000287	Mapped from	1970-01-01	2099-12-31	
2000000287	2000000287	Maps to	1970-01-01	2099-12-31	
2000000288	2000000288	Mapped from	1970-01-01	2099-12-31	
2000000288	2000000288	Maps to	1970-01-01	2099-12-31	
2000000289	2000000289	Mapped from	1970-01-01	2099-12-31	
2000000289	2000000289	Maps to	1970-01-01	2099-12-31	
2000000290	2000000290	Mapped from	1970-01-01	2099-12-31	
2000000290	2000000290	Maps to	1970-01-01	2099-12-31	
2000000291	2000000291	Mapped from	1970-01-01	2099-12-31	
2000000291	2000000291	Maps to	1970-01-01	2099-12-31	
2000000292	2000000292	Mapped from	1970-01-01	2099-12-31	
2000000292	2000000292	Maps to	1970-01-01	2099-12-31	
2000000293	2000000293	Mapped from	1970-01-01	2099-12-31	
2000000293	2000000293	Maps to	1970-01-01	2099-12-31	
2000000294	2000000294	Mapped from	1970-01-01	2099-12-31	
2000000294	2000000294	Maps to	1970-01-01	2099-12-31	
2000000295	2000000295	Mapped from	1970-01-01	2099-12-31	
2000000295	2000000295	Maps to	1970-01-01	2099-12-31	
2000000296	2000000296	Mapped from	1970-01-01	2099-12-31	
2000000296	2000000296	Maps to	1970-01-01	2099-12-31	
2000000297	2000000297	Mapped from	1970-01-01	2099-12-31	
2000000297	2000000297	Maps to	1970-01-01	2099-12-31	
2000000298	2000000298	Mapped from	1970-01-01	2099-12-31	
2000000298	2000000298	Maps to	1970-01-01	2099-12-31	
2000000299	2000000299	Mapped from	1970-01-01	2099-12-31	
2000000299	2000000299	Maps to	1970-01-01	2099-12-31	
2000000300	2000000300	Mapped from	1970-01-01	2099-12-31	
2000000300	2000000300	Maps to	1970-01-01	2099-12-31	
2000000301	2000000301	Mapped from	1970-01-01	2099-12-31	
2000000301	2000000301	Maps to	1970-01-01	2099-12-31	
2000000302	2000000302	Mapped from	1970-01-01	2099-12-31	
2000000302	2000000302	Maps to	1970-01-01	2099-12-31	
2000000303	2000000303	Mapped from	1970-01-01	2099-12-31	
2000000303	2000000303	Maps to	1970-01-01	2099-12-31	
2000000304	2000000304	Mapped from	1970-01-01	2099-12-31	
2000000304	2000000304	Maps to	1970-01-01	2099-12-31	
2000000305	2000000305	Mapped from	1970-01-01	2099-12-31	
2000000305	2000000305	Maps to	1970-01-01	2099-12-31	
2000000306	2000000306	Mapped from	1970-01-01	2099-12-31	
2000000306	2000000306	Maps to	1970-01-01	2099-12-31	
2000000307	2000000307	Mapped from	1970-01-01	2099-12-31	
2000000307	2000000307	Maps to	1970-01-01	2099-12-31	
2000000308	2000000308	Mapped from	1970-01-01	2099-12-31	
2000000308	2000000308	Maps to	1970-01-01	2099-12-31	
2000000309	2000000309	Mapped from	1970-01-01	2099-12-31	
2000000309	2000000309	Maps to	1970-01-01	2099-12-31	
2000000310	2000000310	Mapped from	1970-01-01	2099-12-31	
2000000310	2000000310	Maps to	1970-01-01	2099-12-31	
2000000311	2000000311	Mapped from	1970-01-01	2099-12-31	
2000000311	2000000311	Maps to	1970-01-01	2099-12-31	
2000000312	2000000312	Mapped from	1970-01-01	2099-12-31	
2000000312	2000000312	Maps to	1970-01-01	2099-12-31	
2000000313	2000000313	Mapped from	1970-01-01	2099-12-31	
2000000313	2000000313	Maps to	1970-01-01	2099-12-31	
2000000314	2000000314	Mapped from	1970-01-01	2099-12-31	
2000000314	2000000314	Maps to	1970-01-01	2099-12-31	
2000000315	2000000315	Mapped from	1970-01-01	2099-12-31	
2000000315	2000000315	Maps to	1970-01-01	2099-12-31	
2000000316	2000000316	Mapped from	1970-01-01	2099-12-31	
2000000316	2000000316	Maps to	1970-01-01	2099-12-31	
2000000317	2000000317	Mapped from	1970-01-01	2099-12-31	
2000000317	2000000317	Maps to	1970-01-01	2099-12-31	
2000000318	2000000318	Mapped from	1970-01-01	2099-12-31	
2000000318	2000000318	Maps to	1970-01-01	2099-12-31	
2000000319	2000000319	Mapped from	1970-01-01	2099-12-31	
2000000319	2000000319	Maps to	1970-01-01	2099-12-31	
2000000320	2000000320	Mapped from	1970-01-01	2099-12-31	
2000000320	2000000320	Maps to	1970-01-01	2099-12-31	
2000000321	2000000321	Mapped from	1970-01-01	2099-12-31	
2000000321	2000000321	Maps to	1970-01-01	2099-12-31	
2000000322	2000000322	Mapped from	1970-01-01	2099-12-31	
2000000322	2000000322	Maps to	1970-01-01	2099-12-31	
2000000323	2000000323	Mapped from	1970-01-01	2099-12-31	
2000000323	2000000323	Maps to	1970-01-01	2099-12-31	
2000000324	2000000324	Mapped from	1970-01-01	2099-12-31	
2000000324	2000000324	Maps to	1970-01-01	2099-12-31	
2000000325	2000000325	Mapped from	1970-01-01	2099-12-31	
2000000325	2000000325	Maps to	1970-01-01	2099-12-31	
2000000326	2000000326	Mapped from	1970-01-01	2099-12-31	
2000000326	2000000326	Maps to	1970-01-01	2099-12-31	
2000000327	2000000327	Mapped from	1970-01-01	2099-12-31	
2000000327	2000000327	Maps to	1970-01-01	2099-12-31	
2000000328	2000000328	Mapped from	1970-01-01	2099-12-31	
2000000328	2000000328	Maps to	1970-01-01	2099-12-31	
2000000329	2000000329	Mapped from	1970-01-01	2099-12-31	
2000000329	2000000329	Maps to	1970-01-01	2099-12-31	
2000000330	2000000330	Mapped from	1970-01-01	2099-12-31	
2000000330	2000000330	Maps to	1970-01-01	2099-12-31	
2000000331	2000000331	Mapped from	1970-01-01	2099-12-31	
2000000331	2000000331	Maps to	1970-01-01	2099-12-31	
2000000332	2000000332	Mapped from	1970-01-01	2099-12-31	
2000000332	2000000332	Maps to	1970-01-01	2099-12-31	
2000000333	2000000333	Mapped from	1970-01-01	2099-12-31	
2000000333	2000000333	Maps to	1970-01-01	2099-12-31	
2000000334	2000000334	Mapped from	1970-01-01	2099-12-31	
2000000334	2000000334	Maps to	1970-01-01	2099-12-31	
2000000335	2000000335	Mapped from	1970-01-01	2099-12-31	
2000000335	2000000335	Maps to	1970-01-01	2099-12-31	
2000000336	2000000336	Mapped from	1970-01-01	2099-12-31	
2000000336	2000000336	Maps to	1970-01-01	2099-12-31	
2000000337	2000000337	Mapped from	1970-01-01	2099-12-31	
2000000337	2000000337	Maps to	1970-01-01	2099-12-31	
2000000338	2000000338	Mapped from	1970-01-01	2099-12-31	
2000000338	2000000338	Maps to	1970-01-01	2099-12-31	
2000000339	2000000339	Mapped from	1970-01-01	2099-12-31	
2000000339	2000000339	Maps to	1970-01-01	2099-12-31	
2000000340	2000000340	Mapped from	1970-01-01	2099-12-31	
2000000340	2000000340	Maps to	1970-01-01	2099-12-31	
2000000341	2000000341	Mapped from	1970-01-01	2099-12-31	
2000000341	2000000341	Maps to	1970-01-01	2099-12-31	
2000000342	2000000342	Mapped from	1970-01-01	2099-12-31	
2000000342	2000000342	Maps to	1970-01-01	2099-12-31	
2000000343	2000000343	Mapped from	1970-01-01	2099-12-31	
2000000343	2000000343	Maps to	1970-01-01	2099-12-31	
2000000344	2000000344	Mapped from	1970-01-01	2099-12-31	
2000000344	2000000344	Maps to	1970-01-01	2099-12-31	
2000000345	2000000345	Mapped from	1970-01-01	2099-12-31	
2000000345	2000000345	Maps to	1970-01-01	2099-12-31	
2000000346	2000000346	Mapped from	1970-01-01	2099-12-31	
2000000346	2000000346	Maps to	1970-01-01	2099-12-31	
2000000347	2000000347	Mapped from	1970-01-01	2099-12-31	
2000000347	2000000347	Maps to	1970-01-01	2099-12-31	
2000000348	2000000348	Mapped from	1970-01-01	2099-12-31	
2000000348	2000000348	Maps to	1970-01-01	2099-12-31	
2000000349	2000000349	Mapped from	1970-01-01	2099-12-31	
2000000349	2000000349	Maps to	1970-01-01	2099-12-31	
2000000350	2000000350	Mapped from	1970-01-01	2099-12-31	
2000000350	2000000350	Maps to	1970-01-01	2099-12-31	
2000000351	2000000351	Mapped from	1970-01-01	2099-12-31	
2000000351	2000000351	Maps to	1970-01-01	2099-12-31	
2000000352	2000000352	Mapped from	1970-01-01	2099-12-31	
2000000352	2000000352	Maps to	1970-01-01	2099-12-31	
2000000353	2000000353	Mapped from	1970-01-01	2099-12-31	
2000000353	2000000353	Maps to	1970-01-01	2099-12-31	
2000000354	2000000354	Mapped from	1970-01-01	2099-12-31	
2000000354	2000000354	Maps to	1970-01-01	2099-12-31	
2000000355	2000000355	Mapped from	1970-01-01	2099-12-31	
2000000355	2000000355	Maps to	1970-01-01	2099-12-31	
2000000356	2000000356	Mapped from	1970-01-01	2099-12-31	
2000000356	2000000356	Maps to	1970-01-01	2099-12-31	
2000000357	2000000357	Mapped from	1970-01-01	2099-12-31	
2000000357	2000000357	Maps to	1970-01-01	2099-12-31	
2000000358	2000000358	Mapped from	1970-01-01	2099-12-31	
2000000358	2000000358	Maps to	1970-01-01	2099-12-31	
2000000359	2000000359	Mapped from	1970-01-01	2099-12-31	
2000000359	2000000359	Maps to	1970-01-01	2099-12-31	
2000000360	2000000360	Mapped from	1970-01-01	2099-12-31	
2000000360	2000000360	Maps to	1970-01-01	2099-12-31	
2000000361	2000000361	Mapped from	1970-01-01	2099-12-31	
2000000361	2000000361	Maps to	1970-01-01	2099-12-31	
2000000362	2000000362	Mapped from	1970-01-01	2099-12-31	
2000000362	2000000362	Maps to	1970-01-01	2099-12-31	
2000000363	2000000363	Mapped from	1970-01-01	2099-12-31	
2000000363	2000000363	Maps to	1970-01-01	2099-12-31	
2000000364	2000000364	Mapped from	1970-01-01	2099-12-31	
2000000364	2000000364	Maps to	1970-01-01	2099-12-31	
2000000365	2000000365	Mapped from	1970-01-01	2099-12-31	
2000000365	2000000365	Maps to	1970-01-01	2099-12-31	
2000000366	2000000366	Mapped from	1970-01-01	2099-12-31	
2000000366	2000000366	Maps to	1970-01-01	2099-12-31	
2000000367	2000000367	Mapped from	1970-01-01	2099-12-31	
2000000367	2000000367	Maps to	1970-01-01	2099-12-31	
2000000368	2000000368	Mapped from	1970-01-01	2099-12-31	
2000000368	2000000368	Maps to	1970-01-01	2099-12-31	
2000000369	2000000369	Mapped from	1970-01-01	2099-12-31	
2000000369	2000000369	Maps to	1970-01-01	2099-12-31	
2000000370	2000000370	Mapped from	1970-01-01	2099-12-31	
2000000370	2000000370	Maps to	1970-01-01	2099-12-31	
2000000371	2000000371	Mapped from	1970-01-01	2099-12-31	
2000000371	2000000371	Maps to	1970-01-01	2099-12-31	
2000000373	2000000373	Mapped from	1970-01-01	2099-12-31	
2000000373	2000000373	Maps to	1970-01-01	2099-12-31	
2000000374	2000000374	Mapped from	1970-01-01	2099-12-31	
2000000374	2000000374	Maps to	1970-01-01	2099-12-31	
2000000375	2000000375	Mapped from	1970-01-01	2099-12-31	
2000000375	2000000375	Maps to	1970-01-01	2099-12-31	
2000000376	2000000376	Mapped from	1970-01-01	2099-12-31	
2000000376	2000000376	Maps to	1970-01-01	2099-12-31	
2000000377	2000000377	Mapped from	1970-01-01	2099-12-31	
2000000377	2000000377	Maps to	1970-01-01	2099-12-31	
2000000378	2000000378	Mapped from	1970-01-01	2099-12-31	
2000000378	2000000378	Maps to	1970-01-01	2099-12-31	
2000000379	2000000379	Mapped from	1970-01-01	2099-12-31	
2000000379	2000000379	Maps to	1970-01-01	2099-12-31	
2000000380	2000000380	Mapped from	1970-01-01	2099-12-31	
2000000380	2000000380	Maps to	1970-01-01	2099-12-31	
2000000381	2000000381	Mapped from	1970-01-01	2099-12-31	
2000000381	2000000381	Maps to	1970-01-01	2099-12-31	
2000000382	2000000382	Mapped from	1970-01-01	2099-12-31	
2000000382	2000000382	Maps to	1970-01-01	2099-12-31	
2000000383	2000000383	Mapped from	1970-01-01	2099-12-31	
2000000383	2000000383	Maps to	1970-01-01	2099-12-31	
2000000384	2000000384	Mapped from	1970-01-01	2099-12-31	
2000000384	2000000384	Maps to	1970-01-01	2099-12-31	
2000000385	2000000385	Mapped from	1970-01-01	2099-12-31	
2000000385	2000000385	Maps to	1970-01-01	2099-12-31	
2000000386	2000000386	Mapped from	1970-01-01	2099-12-31	
2000000386	2000000386	Maps to	1970-01-01	2099-12-31	
2000000387	2000000387	Mapped from	1970-01-01	2099-12-31	
2000000387	2000000387	Maps to	1970-01-01	2099-12-31	
2000000388	2000000388	Mapped from	1970-01-01	2099-12-31	
2000000388	2000000388	Maps to	1970-01-01	2099-12-31	
2000000389	2000000389	Mapped from	1970-01-01	2099-12-31	
2000000389	2000000389	Maps to	1970-01-01	2099-12-31	
2000000390	2000000390	Mapped from	1970-01-01	2099-12-31	
2000000390	2000000390	Maps to	1970-01-01	2099-12-31	
2000000391	2000000391	Mapped from	1970-01-01	2099-12-31	
2000000391	2000000391	Maps to	1970-01-01	2099-12-31	
2000000392	2000000392	Mapped from	1970-01-01	2099-12-31	
2000000392	2000000392	Maps to	1970-01-01	2099-12-31	
2000000393	2000000393	Mapped from	1970-01-01	2099-12-31	
2000000393	2000000393	Maps to	1970-01-01	2099-12-31	
2000000394	2000000394	Mapped from	1970-01-01	2099-12-31	
2000000394	2000000394	Maps to	1970-01-01	2099-12-31	
2000000395	2000000395	Mapped from	1970-01-01	2099-12-31	
2000000395	2000000395	Maps to	1970-01-01	2099-12-31	
2000000396	2000000396	Mapped from	1970-01-01	2099-12-31	
2000000396	2000000396	Maps to	1970-01-01	2099-12-31	
2000000397	2000000397	Mapped from	1970-01-01	2099-12-31	
2000000397	2000000397	Maps to	1970-01-01	2099-12-31	
2000000398	2000000398	Mapped from	1970-01-01	2099-12-31	
2000000398	2000000398	Maps to	1970-01-01	2099-12-31	
2000000399	2000000399	Mapped from	1970-01-01	2099-12-31	
2000000399	2000000399	Maps to	1970-01-01	2099-12-31	
2000000400	2000000400	Mapped from	1970-01-01	2099-12-31	
2000000400	2000000400	Maps to	1970-01-01	2099-12-31	
2000000401	2000000401	Mapped from	1970-01-01	2099-12-31	
2000000401	2000000401	Maps to	1970-01-01	2099-12-31	
2000000402	2000000402	Mapped from	1970-01-01	2099-12-31	
2000000402	2000000402	Maps to	1970-01-01	2099-12-31	
2000000403	2000000403	Mapped from	1970-01-01	2099-12-31	
2000000403	2000000403	Maps to	1970-01-01	2099-12-31	
2000000404	2000000404	Mapped from	1970-01-01	2099-12-31	
2000000404	2000000404	Maps to	1970-01-01	2099-12-31	
2000000405	2000000405	Mapped from	1970-01-01	2099-12-31	
2000000405	2000000405	Maps to	1970-01-01	2099-12-31	
2000000406	2000000406	Mapped from	1970-01-01	2099-12-31	
2000000406	2000000406	Maps to	1970-01-01	2099-12-31	
2000000407	2000000407	Mapped from	1970-01-01	2099-12-31	
2000000407	2000000407	Maps to	1970-01-01	2099-12-31	
2000000408	2000000408	Mapped from	1970-01-01	2099-12-31	
2000000408	2000000408	Maps to	1970-01-01	2099-12-31	
2000000409	2000000409	Mapped from	1970-01-01	2099-12-31	
2000000409	2000000409	Maps to	1970-01-01	2099-12-31	
2000000410	2000000410	Mapped from	1970-01-01	2099-12-31	
2000000410	2000000410	Maps to	1970-01-01	2099-12-31	
2000000411	2000000411	Mapped from	1970-01-01	2099-12-31	
2000000411	2000000411	Maps to	1970-01-01	2099-12-31	
2000000412	2000000412	Mapped from	1970-01-01	2099-12-31	
2000000412	2000000412	Maps to	1970-01-01	2099-12-31	
2000000413	2000000413	Mapped from	1970-01-01	2099-12-31	
2000000413	2000000413	Maps to	1970-01-01	2099-12-31	
2000000414	2000000414	Mapped from	1970-01-01	2099-12-31	
2000000414	2000000414	Maps to	1970-01-01	2099-12-31	
2000000415	2000000415	Mapped from	1970-01-01	2099-12-31	
2000000415	2000000415	Maps to	1970-01-01	2099-12-31	
2000000416	2000000416	Mapped from	1970-01-01	2099-12-31	
2000000416	2000000416	Maps to	1970-01-01	2099-12-31	
2000000417	2000000417	Mapped from	1970-01-01	2099-12-31	
2000000417	2000000417	Maps to	1970-01-01	2099-12-31	
2000000418	2000000418	Mapped from	1970-01-01	2099-12-31	
2000000418	2000000418	Maps to	1970-01-01	2099-12-31	
2000000419	2000000419	Mapped from	1970-01-01	2099-12-31	
2000000419	2000000419	Maps to	1970-01-01	2099-12-31	
2000000420	2000000420	Mapped from	1970-01-01	2099-12-31	
2000000420	2000000420	Maps to	1970-01-01	2099-12-31	
2000000421	2000000421	Mapped from	1970-01-01	2099-12-31	
2000000421	2000000421	Maps to	1970-01-01	2099-12-31	
2000000422	2000000422	Mapped from	1970-01-01	2099-12-31	
2000000422	2000000422	Maps to	1970-01-01	2099-12-31	
2000000423	2000000423	Mapped from	1970-01-01	2099-12-31	
2000000423	2000000423	Maps to	1970-01-01	2099-12-31	
2000000424	2000000424	Mapped from	1970-01-01	2099-12-31	
2000000424	2000000424	Maps to	1970-01-01	2099-12-31	
2000000425	2000000425	Mapped from	1970-01-01	2099-12-31	
2000000425	2000000425	Maps to	1970-01-01	2099-12-31	
2000000426	2000000426	Mapped from	1970-01-01	2099-12-31	
2000000426	2000000426	Maps to	1970-01-01	2099-12-31	
2000000427	2000000427	Mapped from	1970-01-01	2099-12-31	
2000000427	2000000427	Maps to	1970-01-01	2099-12-31	
2000000428	2000000428	Mapped from	1970-01-01	2099-12-31	
2000000428	2000000428	Maps to	1970-01-01	2099-12-31	
2000000429	2000000429	Mapped from	1970-01-01	2099-12-31	
2000000429	2000000429	Maps to	1970-01-01	2099-12-31	
2000000430	2000000430	Mapped from	1970-01-01	2099-12-31	
2000000430	2000000430	Maps to	1970-01-01	2099-12-31	
2000000431	2000000431	Mapped from	1970-01-01	2099-12-31	
2000000431	2000000431	Maps to	1970-01-01	2099-12-31	
2000000432	2000000432	Mapped from	1970-01-01	2099-12-31	
2000000432	2000000432	Maps to	1970-01-01	2099-12-31	
2000000433	2000000433	Mapped from	1970-01-01	2099-12-31	
2000000433	2000000433	Maps to	1970-01-01	2099-12-31	
2000000434	2000000434	Mapped from	1970-01-01	2099-12-31	
2000000434	2000000434	Maps to	1970-01-01	2099-12-31	
2000000435	2000000435	Mapped from	1970-01-01	2099-12-31	
2000000435	2000000435	Maps to	1970-01-01	2099-12-31	
2000000436	2000000436	Mapped from	1970-01-01	2099-12-31	
2000000436	2000000436	Maps to	1970-01-01	2099-12-31	
2000000437	2000000437	Mapped from	1970-01-01	2099-12-31	
2000000437	2000000437	Maps to	1970-01-01	2099-12-31	
2000000438	2000000438	Mapped from	1970-01-01	2099-12-31	
2000000438	2000000438	Maps to	1970-01-01	2099-12-31	
2000000439	2000000439	Mapped from	1970-01-01	2099-12-31	
2000000439	2000000439	Maps to	1970-01-01	2099-12-31	
2000000440	2000000440	Mapped from	1970-01-01	2099-12-31	
2000000440	2000000440	Maps to	1970-01-01	2099-12-31	
2000000441	2000000441	Mapped from	1970-01-01	2099-12-31	
2000000441	2000000441	Maps to	1970-01-01	2099-12-31	
2000000442	2000000442	Mapped from	1970-01-01	2099-12-31	
2000000442	2000000442	Maps to	1970-01-01	2099-12-31	
2000000443	2000000443	Mapped from	1970-01-01	2099-12-31	
2000000443	2000000443	Maps to	1970-01-01	2099-12-31	
2000000444	2000000444	Mapped from	1970-01-01	2099-12-31	
2000000444	2000000444	Maps to	1970-01-01	2099-12-31	
2000000445	2000000445	Mapped from	1970-01-01	2099-12-31	
2000000445	2000000445	Maps to	1970-01-01	2099-12-31	
2000000446	2000000446	Mapped from	1970-01-01	2099-12-31	
2000000446	2000000446	Maps to	1970-01-01	2099-12-31	
2000000447	2000000447	Mapped from	1970-01-01	2099-12-31	
2000000447	2000000447	Maps to	1970-01-01	2099-12-31	
2000000448	2000000448	Mapped from	1970-01-01	2099-12-31	
2000000448	2000000448	Maps to	1970-01-01	2099-12-31	
2000000449	2000000449	Mapped from	1970-01-01	2099-12-31	
2000000449	2000000449	Maps to	1970-01-01	2099-12-31	
2000000450	2000000450	Mapped from	1970-01-01	2099-12-31	
2000000450	2000000450	Maps to	1970-01-01	2099-12-31	
2000000451	2000000451	Mapped from	1970-01-01	2099-12-31	
2000000451	2000000451	Maps to	1970-01-01	2099-12-31	
2000000452	2000000452	Mapped from	1970-01-01	2099-12-31	
2000000452	2000000452	Maps to	1970-01-01	2099-12-31	
2000000453	2000000453	Mapped from	1970-01-01	2099-12-31	
2000000453	2000000453	Maps to	1970-01-01	2099-12-31	
2000000454	2000000454	Mapped from	1970-01-01	2099-12-31	
2000000454	2000000454	Maps to	1970-01-01	2099-12-31	
2000000455	2000000455	Mapped from	1970-01-01	2099-12-31	
2000000455	2000000455	Maps to	1970-01-01	2099-12-31	
2000000456	2000000456	Mapped from	1970-01-01	2099-12-31	
2000000456	2000000456	Maps to	1970-01-01	2099-12-31	
2000000457	2000000457	Mapped from	1970-01-01	2099-12-31	
2000000457	2000000457	Maps to	1970-01-01	2099-12-31	
2000000458	2000000458	Mapped from	1970-01-01	2099-12-31	
2000000458	2000000458	Maps to	1970-01-01	2099-12-31	
2000000459	2000000459	Mapped from	1970-01-01	2099-12-31	
2000000459	2000000459	Maps to	1970-01-01	2099-12-31	
2000000460	2000000460	Mapped from	1970-01-01	2099-12-31	
2000000460	2000000460	Maps to	1970-01-01	2099-12-31	
2000000461	2000000461	Mapped from	1970-01-01	2099-12-31	
2000000461	2000000461	Maps to	1970-01-01	2099-12-31	
2000000462	2000000462	Mapped from	1970-01-01	2099-12-31	
2000000462	2000000462	Maps to	1970-01-01	2099-12-31	
2000000463	2000000463	Mapped from	1970-01-01	2099-12-31	
2000000463	2000000463	Maps to	1970-01-01	2099-12-31	
2000000464	2000000464	Mapped from	1970-01-01	2099-12-31	
2000000464	2000000464	Maps to	1970-01-01	2099-12-31	
2000000465	2000000465	Mapped from	1970-01-01	2099-12-31	
2000000465	2000000465	Maps to	1970-01-01	2099-12-31	
2000000466	2000000466	Mapped from	1970-01-01	2099-12-31	
